id_str,created_at,text
909177866578833408,2017-09-16 22:11:09,@originalankur @bbelderbos @pybites Thanks Ankur! Tough but insane how quiclkly it's gone. Next milestone is our 1 year anniversary!
906713490588442625,2017-09-10 02:58:36,Worth it! @bbelderbos this lines up nicely! https://t.co/jkg4vRICMt
905035828929236992,2017-09-05 11:52:11,Looking forward to giving @BetterCodeHub a crack in this week's challenge. Automated code quality improvement recom… https://t.co/4iCycZr39N
905024076556541953,2017-09-05 11:05:29,SO excited to share @pybites #Python Code Challenge 35! The team at @sig_eu have generously sponsored this one too!… https://t.co/Y4sg0eGPKW
904694742402818048,2017-09-04 13:16:49,Bit the bullet and bought myself a Wattcost! Can't wait to get it later this year!! https://t.co/7Rdk0W17My via @wattcost
900674388609056768,2017-08-24 11:01:22,@bbelderbos Definitely beers my man!
900674193464844288,2017-08-24 11:00:36,@bbelderbos @pybites @Gustavoaz7_ Difficult to maintain but totally worth it and satisfying!!
898166689598062593,2017-08-17 12:56:40,@EA1HET @pybites @bbelderbos Woohoo! More Flask! My favourite :P
893053247492997120,2017-08-03 10:17:40,@treyhunner Bugger! Okay. PyCon next year will have to be my goal! Looking forward to hearing how PCAU is going man!
893051820787982336,2017-08-03 10:12:00,And down the rabbit hole I go! When my wife blasts me for disappearing on her I'm blaming you @mkennedy! (Great ep… https://t.co/4bM1mWJtQj
893051077116833793,2017-08-03 10:09:03,"@treyhunner Oh I forgot! You're at PyConAU right now! Argh, totally bummed I can't be there. You'll smash the talks… https://t.co/Tk8JSpn0mM"
893035977253330944,2017-08-03 09:09:03,@treyhunner Haha dodged a bullet! How's the trip going mate?
892709699761561600,2017-08-02 11:32:32,"@treyhunner I feel like there's a story behind the, ""Magpies are dangerous"" line haha"
889943366233841664,2017-07-25 20:20:07,"Looking forward to learning some #Django even though it feels like I'm cheating on #Flask! Forgive me, I still love… https://t.co/qhXmz8KIzr"
888962333782925313,2017-07-23 03:21:51,RT @semfimlucrativo: https://t.co/QhNLaG4A4b
888491370607919104,2017-07-21 20:10:24,I deployed my very first #Flask app on #Heroku this week! Super proud of myself! https://t.co/ZZgaylWK8N
888490142020714496,2017-07-21 20:05:31,"@devesmita This, sadly, looks like my closet hahaha"
888489799841075205,2017-07-21 20:04:10,@bbelderbos Thanks brother!!
887235148005072896,2017-07-18 08:58:37,More #Flask! This time with #Bokeh. Looking forward to having a crack at this week's challenge! https://t.co/6eMFwS38u4
886325870935162880,2017-07-15 20:45:29,@devesmita You found us! Haha! Python time!
885986697044926464,2017-07-14 22:17:44,@pybites @mkennedy @brianokken Thanks again guys! Not sure why you think @bbelderbos is a great guy though Brian. I… https://t.co/IalpOZL1Hi
885985183064666112,2017-07-14 22:11:43,Woke up today to find @pybites had been mentioned on the latest @pythonbytes Podcast! Wooo! Thanks @mkennedy &amp;… https://t.co/SoCrkgj9gO
